1.451114460738633649e-01,1.538483523979363998e-01,9.250365277389503704e-02,-3.186016169044044583e-02
1.505696228508702494e-01,1.515923913851971172e-01,8.849599145827169444e-02,-4.295019301034087161e-02
1.557763933424655134e-01,1.486722813004386357e-01,8.416672085022994243e-02,-5.388413611702768530e-02
1.607128352704081109e-01,1.450986343140278911e-01,7.953157424609201553e-02,-6.462225522532079325e-02
1.653610087758485836e-01,1.408844376591685266e-01,7.460739654690989875e-02,-7.512552620733130293e-02
1.697040216157882087e-01,1.360450064341146015e-01,6.941208304126647577e-02,-8.535577841269485766e-02
1.737260905523265730e-01,1.305979279445322327e-01,6.396451437079209157e-02,-9.527583338712423966e-02
1.774125987115983127e-01,1.245629977882774936e-01,5.828448791474243745e-02,-1.048496399851551047e-01
1.807501487039470112e-01,1.179621479148699192e-01,5.239264584299828387e-02,-1.140424053860617792e-01
1.837266113122887901e-01,1.108193669211054444e-01,4.631040009895404791e-02,-1.228207215368101041e-01
1.863311695717238259e-01,1.031606128724675553e-01,4.005985458492007656e-02,-1.311526865625315952e-01
1.885543580802030994e-01,9.501371896715886389e-02,3.366372483283040090e-02,-1.390080207032932669e-01
1.903880973973887669e-01,8.640829238558515868e-02,2.714525545218523378e-02,-1.463581763558298998e-01
1.918257234066969852e-01,7.737560669289042514e-02,2.052813565523719033e-02,-1.531764418203274691e-01
1.928620115338166019e-01,6.794848818557010228e-02,1.383641316641623376e-02,-1.594380383752255215e-01
1.934931957336893660e-01,5.816119659519768115e-02,7.094406828861214188e-03,-1.651202103272521038e-01
1.937169821769501032e-01,4.804930058280737493e-02,3.266182256604704352e-04,-1.702023077094337034e-01
1.935325575860877834e-01,3.764954847640775148e-02,-6.442357363015164054e-03,-1.746658613265429649e-01
1.929405921910325450e-01,2.699973472138733621e-02,-1.318792034329026655e-02,-1.784946498752551514e-01
1.919432372934275766e-01,1.613856252915371603e-02,-1.988555620663971443e-02,-1.816747588950881620e-01
1.905441174484377165e-01,5.105503223164775672e-03,-2.651092461972868325e-02,-1.841946313358883147e-01
1.887483172925074060e-01,-6.059347206488235882e-03,-3.303994788127104232e-02,-1.860451095580911429e-01
1.865623630649380915e-01,-1.731541381864196150e-02,-3.944889842443903560e-02,-1.872194686131214147e-01
1.839941988904386927e-01,-2.862179017720914431e-02,-4.571448504682476544e-02,-1.877134406829852054e-01
1.810531579088426601e-01,-3.993738701203669583e-02,-5.181393755458098965e-02,-1.875252305902372352e-01
1.777499283569105026e-01,-5.122108154421264881e-02,-5.772508951312876196e-02,-1.866555223219570903e-01
1.740965147254828205e-01,-6.243186693314947688e-02,-6.342645880370270661e-02,-1.851074765440254011e-01
1.701061941331449279e-01,-7.352900130232861708e-02,-6.889732569297769837e-02,-1.828867191147331983e-01
1.657934680749484913e-01,-8.447215580212036334e-02,-7.411780813205885721e-02,-1.800013206394683873e-01
1.611740097215436096e-01,-9.522156117159530364e-02,-7.906893401118560150e-02,-1.764617671407805177e-01
1.562646069602448007e-01,-1.057381522666965001e-01,-8.373271010756425103e-02,-1.722809219504140843e-01
1.510831013850298665e-01,-1.159837100295320333e-01,-8.809218747576079422e-02,-1.674739789618011898e-01
1.456483234571914476e-01,-1.259210003828486746e-01,-9.213152304301452933e-02,-1.620584074129015617e-01
1.399800240722787470e-01,-1.355139095449213460e-01,-9.583603718562486162e-02,-1.560538884000584325e-01
1.340988027820269879e-01,-1.447275752730990683e-01,-9.919226707716845282e-02,-1.494822433535898387e-01
1.280260329321272483e-01,-1.535285135590490346e-01,-1.021880156146711960e-01,-1.423673547350468027e-01
1.217837839878995604e-01,-1.618847403152647579e-01,-1.048123957449283855e-01,-1.347350792443379186e-01
1.153947413301499580e-01,-1.697658876106110382e-01,-1.070558700298841620e-01,-1.266131538521399758e-01
1.088821238126880531e-01,-1.771433140324843725e-01,-1.089102853072827087e-01,-1.180310949990898972e-01
1.022695993811129495e-01,-1.839902087745161896e-01,-1.103689023206290976e-01,-1.090200913280824219e-01
9.558119905952519590e-02,-1.902816890715441078e-01,-1.114264202107788232e-01,-9.961289033950544713e-02
8.884122961775021976e-02,-1.959948906277594050e-01,-1.120789957801500980e-01,-8.984367938132511999e-02
8.207418523645504393e-02,-2.011090507093967472e-01,-1.123242574595491317e-01,-7.974796140652229415e-02
7.530465849118297972e-02,-2.056055835999953951e-01,-1.121613139268508585e-01,-6.936242594940027206e-02
6.855725097880518981e-02,-2.094681481440131277e-01,-1.115907573462131125e-01,-5.872481578965719345e-02
6.185648391118618583e-02,-2.126827071333295682e-01,-1.106146612160527065e-01,-4.787378978878623070e-02
5.522670900098290703e-02,-2.152375783208172189e-01,-1.092365728336040231e-01,-3.684878239728225230e-02
4.869201996343174021e-02,-2.171234768755897215e-01,-1.074615004034452370e-01,-2.568986034322704587e-02
4.227616495574201827e-02,-2.183335491256356564e-01,-1.052958948368418884e-01,-1.443757702307201483e-02
3.600246027230485923e-02,-2.188633974652138547e-01,-1.027476263080522034e-01,-3.132825123785653275e-03
2.989370560936455146e-02,-2.187110963364907457e-01,-9.982595565279238359e-02,8.183311988036647694e-03
2.397210120709390713e-02,-2.178771992273412506e-01,-9.654150071280453993e-02,1.946970957002561523e-02
1.825916717019393509e-02,-2.163647366598806243e-01,-9.290619774883709936e-02,3.068535095825664430e-02
1.277566526021969850e-02,-2.141792051770382843e-01,-8.893325806226878849e-02,4.178947662869442192e-02
7.541523443852837794e-03,-2.113285473671976666e-01,-8.463711998302116124e-02,5.274173232414681306e-02
2.575763471324571396e-03,-2.078231229994970952e-01,-8.003339639824363916e-02,6.350231570841094464e-02
-2.103568251818815904e-03,-2.036756713746883107e-01,-7.513881801245941849e-02,7.403212101464735906e-02
-6.479466248383553006e-03,-1.989012650283789319e-01,-6.997117254537657538e-02,8.429288116230179706e-02
-1.053602777028828097e-02,-1.935172549549074306e-01,-6.454924008832754745e-02,9.424730682610210630e-02
-1.425851059182092762e-02,-1.875432075509156638e-01,-5.889272485426365333e-02,1.038592219517279619e-01
-1.763338658536164893e-02,-1.810008335077788189e-01,-5.302218356933741800e-02,1.130936952256651057e-01
-2.064839088487085972e-02,-1.739139089113066194e-01,-4.695895076630716286e-02,1.219171670214657804e-01
-2.329256645847144203e-02,-1.663081888354560334e-01,-4.072506125126320459e-02,1.302975713610651509e-01
-2.555630392814259300e-02,-1.582113137440675221e-01,-3.434317002544239050e-02,1.382044524479303371e-01
-2.743137649181276450e-02,-1.496527090407784588e-01,-2.783646995314986716e-02,1.456090753485382583e-01
-2.891096982094015777e-02,-1.406634781321651484e-01,-2.122860747499531395e-02,1.524845304199501095e-01
-2.998970682492657636e-02,-1.312762893927410801e-01,-1.454359667275780151e-02,1.588058311039710901e-01
-3.066366719236762739e-02,-1.215252574425985943e-01,-7.805731998180257848e-03,1.645500047324988391e-01
-3.093040163812255106e-02,-1.114458191691510003e-01,-1.039499982852293627e-03,1.696961760140568432e-01
-3.078894080442787229e-02,-1.010746049435336247e-01,5.730509749956836166e-03,1.742256428981086014e-01
-3.023979878370605667e-02,-9.044930549968399625e-02,1.247969384811863439e-02,1.781219445414498337e-01
-2.928497125026746639e-02,-7.960853495988712281e-02,1.918352464335718738e-02,1.813709211296762602e-01
-2.792792820769468554e-02,-6.859169050457020189e-02,2.581763928891500984e-02,1.839607653363269923e-01
-2.617360137826704736e-02,-5.743880919633398419e-02,3.235792829822895650e-02,1.858820652326916567e-01
-2.402836628025364907e-02,-4.619042247854548977e-02,3.878062316285180861e-02,1.871278384923391325e-01
-2.150001905820950188e-02,-3.488740887726626827e-02,4.506238273120376225e-02,1.876935577660647503e-01
-1.859774815047698926e-02,-2.357084544182433405e-02,5.118037803423651499e-02,1.875771671350372760e-01
-1.533210089685829725e-02,-1.228185846392088054e-02,5.711237524973940272e-02,1.867790895823531194e-01
-1.171494520781152238e-02,-1.061474017779728829e-03,6.283681650378312999e-02,1.853022254558447934e-01
-7.759426434471250467e-03,1.004953113549464372e-02,6.833289821565331768e-02,1.831519419277299887e-01
-3.479919596235198087e-03,2.101077773751444666e-02,7.358064670155596565e-02,1.803360534894061229e-01
1.108022860469570769e-03,3.178243077761244706e-02,7.856099076233788447e-02,1.768647935522772996e-01
5.987727582389135161e-03,4.232534425996140048e-02,8.325583099142738752e-02,1.727507772578178724e-01
1.114146090320738969e-02,5.260120346669402980e-02,8.764810555111610113e-02,1.680089556320309985e-01
1.655049329066743402e-02,6.257266420002220719e-02,9.172185217814242397e-02,1.626565612509092706e-01
2.219516741283684980e-02,7.220348849732249885e-02,9.546226619323665286e-02,1.567130456143599471e-01
2.805496957615206954e-02,8.145867632597580954e-02,9.885575430381074447e-02,1.502000084561886384e-01
3.410860427562581454e-02,9.030459277936422890e-02,1.018899840042666038e-01,1.431411192470393445e-01
4.033407158628780909e-02,9.870909031176858250e-02,1.045539283943919401e-01,1.355620311755638963e-01
4.670874711460601403e-02,1.066416255679477065e-01,1.068379062529672130e-01,1.274902879204270756e-01
5.320946421933180071e-02,1.140733703828200052e-01,1.087336172209491386e-01,1.189552235519532319e-01
5.981259820296391805e-02,1.209773165478556373e-01,1.102341719663691433e-01,1.099878559271896261e-01
6.649415216786669358e-02,1.273283739634420153e-01,1.113341172213226093e-01,1.006207739658047939e-01
7.322984422502429314e-02,1.331034618205175768e-01,1.120294556000600017e-01,9.088801921648377580e-02
7.999519573850367993e-02,1.382815924801084617e-01,1.123176601261579588e-01,8.082496214422302261e-02
8.676562028492718071e-02,1.428439477459320650e-01,1.121976834159759129e-01,7.046817358812224041e-02
9.351651300466384820e-02,1.467739472528824529e-01,1.116699614850240607e-01,5.985529185681372211e-02
1.002233400200202851e-01,1.500573087228607438e-01,1.107364121634098891e-01,4.902488594452980575e-02
1.068617275954719947e-01,1.526820998689722153e-01,1.094004281261213851e-01,3.801631536490108348e-02
1.134075507159108404e-01,1.546387817594603309e-01,1.076668645634766414e-01,2.686958711187506163e-02
