CV Data Logger started on:,2022-2-7_163443
Timestamp (millisec since midnight today),x,y,theta,xdot,ydot,thetadot,cost,last action
59683156,0.15976574346141062,0.1750959075708534,4.305425732634118,-0.0019517034517147547,-0.002781212635081256,-0.03303578393653668,380.55812004423154,I
59683158,0.1607635639082947,0.17594518798837586,4.2830614947148895,0.036622962552811444,0.031171104004621763,-0.8208336984832739,381.0754811568138,I
59683159,0.16051363343221137,0.17529590635475467,4.317597217695121,-0.0034169110623716234,-0.008876618935320787,0.47215327937363544,379.694254097852,I
59683160,0.16232117952369782,0.17671812979289944,4.313507681959019,0.036809155932833175,0.028962384169661664,-0.08327995579868532,379.8211081740144,I
59683162,0.162986598269585,0.1771739595731567,4.2789185569624735,0.012291062819223814,0.008419709391482798,-0.6389016101848705,381.90240229234973,I
59683164,0.16171512148785921,0.17537153877383815,4.300209535666022,-0.030400748774381793,-0.04309551121447146,0.5090629290522852,380.59525573910855,I
59683165,0.16185950454217582,0.1752289585817042,4.3142875293105805,0.007430234742921761,-0.00733745592417701,0.7244811240732801,379.98913259728215,I
59683168,0.1619792726304306,0.1751149257923746,4.312976236291856,0.0020540380908040286,-0.0019556769778723113,-0.022488843630326362,380.13457622304577,I
59683171,0.16190883961205507,0.17481196560311996,4.326216803731744,-0.003643845555296673,-0.015673616785260875,0.6849995063139465,379.58778798408366,I
59683173,0.16200849992940214,0.17463927227977194,4.322825257643921,0.0054498072735697225,-0.009443531334557298,-0.18546271003427517,379.8568673815451,I
59683180,0.16278914325538568,0.17529316868942413,4.269216100719373,0.01941668746995558,0.016264152656331347,-1.333403118793452,382.52837077504324,I
59683181,0.1626726701905129,0.17501475023352106,4.2934777001727795,-0.004382516007644671,-0.010476012983359446,0.9128878688970142,381.3653359689703,I
59683183,0.1643475107443057,0.17660168131128917,4.289695250786922,0.024280768139001978,0.02300631272905691,-0.05483553424087942,372.9680494112117,I
59683184,0.1625721573025385,0.17414689042972495,4.3121101727882865,-0.027855440413501284,-0.03851586930259517,0.3516919558061485,380.7454441862714,I
59683185,0.16403886571671783,0.17550204949611387,4.293011069428815,0.04875471329164176,0.045046712153300465,-0.6348714573506384,372.5721098699104,I
59683186,0.1633020391533267,0.1744985574535502,4.31683909879829,-0.0396636754769523,-0.05401838736210287,1.2826725733345663,380.602546617175,I
59683187,0.16560993452295036,0.17669525760941993,4.285702416157815,0.12487280254381551,0.11885638682858435,-1.6847058468978482,372.8807214614772,I
59683188,0.16397416668684858,0.17479713498378302,4.325757410817102,-0.0519171824506288,-0.060243988476813455,1.2712943853578555,370.8286891827833,I
59683189,0.1651558002676266,0.17547363326575993,4.296321637282473,0.02957383091799141,0.016931344989640412,-0.7367161898701609,371.94862556811813,I
59683190,0.1649576462030545,0.17519438371216633,4.277374915251703,-0.0068479766794188905,-0.009650543554968298,-0.6547769327786516,372.88263423091394,I
59683191,0.16506478973529676,0.175057267683496,4.289506525329707,0.0032317843848995065,-0.004135848717161012,0.36592734244691594,372.1932739437248,I
59683192,0.16538360552761502,0.17527513400167527,4.298387325125955,0.009297352743112733,0.0063534494205162596,0.2589831819380219,371.6946323890028,I
59683193,0.1654318355094162,0.17498931260532152,4.314168111602898,0.0014096948124641935,-0.008354159066286457,0.46125028462292633,370.7916267940692,I
59683194,0.16514606940003781,0.1743944911418699,4.323950332959617,-0.005135896885399938,-0.010690356908156574,0.1758097918173433,370.30140281994034,I
59683197,0.16680350566669078,0.17576626263372475,4.27625267340535,0.02454676653378666,0.020316047878126842,-0.7064062352460841,372.81141450772304,I
59683198,0.16588023836435892,0.174247212663376,4.316459512819541,-0.015414202053281404,-0.025360957886029777,0.6712642645189371,370.3017976084952,I
59683200,0.16782777884010908,0.17583190502044754,4.285518707188033,0.0279791774250589,0.022766350263175382,-0.44450849736756154,372.5741762298254,I
59683201,0.16761546066784686,0.17532471878867256,4.298686063068,-0.0031067133648895297,-0.007421325400245353,0.19266933233593758,371.6499861774406,I
59683202,0.16765841857602282,0.17462236607351336,4.319617196462745,0.0006468653666572135,-0.010576111964138454,0.31518353320377535,370.39704940850925,I
59683203,0.17007409632914927,0.17681399228811323,4.271262976563005,0.03963342472041034,0.03595746679340916,-0.793335672289147,374.4298197313536,I
59683204,0.16884806595040208,0.17516122629635072,4.290782096052634,-0.020164157576153034,-0.02718255148657948,0.3210251621487834,372.4914929825442,I
59683205,0.16910163849914453,0.1747622589919033,4.317255240382266,0.004740524416574821,-0.007458671127957911,0.4949139317347631,371.2171611705158,I
59683205,0.16928890670538269,0.1744726285714161,4.330480979282327,0.004018601559929202,-0.006215199488228562,0.2838120578108598,370.6178764572144,I
59683206,0.1687127912780759,0.17374355674353797,4.330590881133029,-0.024868558679537037,-0.03147106408509608,0.004744015684399076,370.3219290454268,I
59683207,0.1703849648465145,0.17513115403691706,4.2972392296963875,0.09031864793566716,0.07494790838860957,-1.8014135141436365,372.8855710484976,I
59683208,0.17032369308243261,0.17472638079588165,4.3145993610353495,-0.003472448015453486,-0.022939669823505093,0.9838488334598974,371.9430000201533,I
59683209,0.17006499387991617,0.17428687050883174,4.307326994928652,-0.008412907051789115,-0.014292889801316598,-0.2364975983964855,372.15216997888047,I
59683209,0.1701551094298774,0.17408612950199512,4.318700695939495,0.0028033019977946427,-0.006244623328009567,0.3538115095533139,371.625211943061,I
