CV Data Logger started on:,2022-2-7_163555
Timestamp (millisec since midnight today),x,y,theta,xdot,ydot,thetadot,cost,last action
59755829,0.14579242747162857,0.1545447141767962,4.337130455120188,0.0011871867068730425,0.00121400004427411,-0.07594516607643823,381.20495392542904,I
59755830,0.14562163134268327,0.15426739096464137,4.332485217045973,-0.0012917638356699022,-0.00209744856903716,-0.035132825254306936,381.280328044357,I
59755831,0.14659456020261563,0.1551113784734237,4.326467179577108,0.00951500995376224,0.008253994590594494,-0.05885495720863867,382.2251433189227,I
59755832,0.14654593153495932,0.15503616934576153,4.3215198522561975,-0.0024471302882558546,-0.0037847332268319406,-0.24896331971257643,382.4297059872843,I
59755834,0.14593325557248854,0.1542487163346815,4.327830988017595,-0.009086197320883777,-0.011678201656129783,0.0935963353543223,381.6400053582643,I
59755835,0.14621680342156443,0.15449378627115395,4.335444459952356,0.013301337392159728,0.011496323884377857,0.3571508627557518,381.44225892492364,I
59755838,0.1457991817805495,0.15438188228187377,4.336020255851439,-0.0217431990987515,-0.0058262084142729,0.029978438961118934,381.2086802019669,I
59755839,0.14573821526226158,0.15419212004653587,4.346028113614347,-0.0018778335917367707,-0.0058448786312121775,0.30825266090733017,380.6305031402644,I
59755841,0.14571992899127545,0.1541322337531287,4.336573898653862,-0.00039179899540865774,-0.0012831150546481192,-0.20256464134788857,381.08151017020805,I
59755842,0.14593033967989089,0.1541666797256747,4.32465446927236,0.0075422515225276295,0.0012347290462734575,-0.4272565000944365,381.78105311989117,I
59755844,0.14605362289487042,0.1543457197965116,4.3147699414336405,0.004466852236258564,0.006487059417865599,-0.3581406056621316,382.3686835693244,I
59755845,0.14568002335903124,0.15375226317844287,4.341458611937174,-0.010225991461330363,-0.016243816511734416,0.7305097852179195,380.78987119127055,I
59755846,0.14606828166147479,0.15411051712071816,4.333564716755836,0.011304446541429513,0.01043084594255714,-0.22983698099813335,381.39229670634245,I
59755848,0.14603077913591456,0.1540102865580776,4.337284074511637,-0.0017249557837828125,-0.004610177212224256,0.17107454969994337,381.17702120251226,I
59755849,0.14628094873563174,0.1541733356906663,4.331474866782855,0.007432160989164318,0.004843943484390832,-0.17258278827089052,381.6076469069409,I
59755850,0.14615313859221682,0.15395925059756552,4.339777820501594,-0.003755601763806871,-0.006290724130117509,0.24397584415246173,381.10938043473175,I
59755851,0.14654006231125777,0.15430599751691215,4.3426059295362265,0.008778232332485892,0.007866731525643114,0.06416199614005849,381.1942493931223,I
59755852,0.14568796467450343,0.1533574253671349,4.347735776211012,-0.030367030267386692,-0.03380518609675542,0.18281732341569307,380.5663034637607,I
59755853,0.14575149904493356,0.15336580469552064,4.334904557632214,0.00197322796934888,0.00026024221257184234,-0.3985074410763998,381.23004084427214,I
59755854,0.14581679290620497,0.15345501483174478,4.333186910071406,0.00210026767724065,0.0028695678574588886,-0.05525051792940273,381.3189398216606,I
59755856,0.1457377582702289,0.15341452746576614,4.326161324297459,-0.0012409976408094814,-0.0006357304622404988,-0.11031537329293865,381.6473590064055,I
59755858,0.1458494775939575,0.15364925339928345,4.327089296498224,0.004096952160387869,0.008607829767739068,0.03403043972894163,381.6022248568173,I
59755860,0.1455056665498755,0.15326102413507411,4.337942507970388,-0.01679729804819169,-0.0189674030959847,0.5302465729824613,381.0310387294592,I
59755860,0.14581599205116685,0.15373227691004074,4.320372474288959,0.014836931519011031,0.02253100412704881,-0.840038557686386,381.91288015841053,I
59755862,0.1456149428998819,0.1534197621139722,4.333849674692554,-0.0062858173833692564,-0.009770799454424585,0.4213657209425073,381.21260324460593,I
59755863,0.14561789771759107,0.1533630088858428,4.340052865278218,8.656062284792466e-05,-0.0016625711834109228,0.18172086862471598,380.92257065343745,I
59755864,0.14572089496537752,0.15345379061338543,4.333967118006033,0.002478054783025997,0.002184156363233891,-0.14641959334091592,381.2391367295666,I
59755866,0.14539837554037485,0.15302803554596245,4.342181177674006,-0.007592522306847352,-0.010022822180820857,0.1933695350546646,380.8999481893127,I
59755867,0.14572133858629305,0.1532000721547443,4.337761556064299,0.009329365386209662,0.0049695852309269185,-0.1276686772275197,381.1314424108556,I
59755868,0.1455345340923008,0.15295056572826676,4.341460880095379,-0.006139580434970767,-0.008200363608299926,0.12158324973049252,380.9976799375561,I
59755869,0.14609921513348917,0.15337559044475907,4.335408321857344,0.017811465107807924,0.013406352180386582,-0.19091296148862003,381.35160390887796,I
59755871,0.1456791072633118,0.15286697421539974,4.351744908174603,-0.011316148532652944,-0.013700235596914438,0.44004706982651914,380.554101264849,I
59755871,0.14572385264867607,0.1529096446828288,4.348931633452191,0.0012273367785273004,0.0011704231309279515,-0.07716629339110379,380.68830506019685,I
59755872,0.1459035013673029,0.15305230532852276,4.344324000570993,0.005116844057961715,0.004063331388076496,-0.13123688891094717,380.91976269134875,I
59755873,0.14605556600705985,0.15320661934716176,4.336436739788309,0.004298864475628722,0.0043624543738701215,-0.2229727124129307,381.32343035229707,I
59755874,0.14581179772797243,0.15304609714933912,4.340631470737794,-0.007179691082948898,-0.004727849729411508,0.12354713462363935,381.0753804813139,I
59755875,0.14597881081011357,0.15316464801457702,4.347503429764156,0.004896230086509738,0.0034754900976501175,0.2014614191102875,380.75152721344375,I
59755876,0.1456921722359465,0.15293646771406236,4.334625948115388,-0.00882695788742664,-0.0070267510548292535,-0.3965585879014707,381.38373441328423,I
59755877,0.14568212590750274,0.15289611649097384,4.341389030016817,-0.000304824071884601,-0.001224330281079656,0.20520433661150544,381.0601044958456,I
59755878,0.14561691807880306,0.1528179821747074,4.341667650328489,-0.0017964560855618632,-0.002152576933584568,0.007675905860469879,381.06493844455053,I
59755878,0.14568150419598325,0.15271822711202865,4.3422912051321045,0.0017569628923638113,-0.002713678281093022,0.016962819552245365,381.0928019213672,I
59755879,0.14570642293235242,0.15259017388327104,4.3423191642282015,0.0006939747130138687,-0.003566220267392876,0.00077864725572667,381.154406407397,I
59755880,0.14658891679429176,0.15335769990956175,4.32644360484217,0.025323068058942803,0.022024078170988587,-0.45554749799935645,382.03070708527457,I
59755881,0.14629414561726603,0.15294819519105057,4.326716118352809,-0.00876446976134203,-0.012175857079149921,0.008102679670536248,381.98182159905133,I
59755882,0.1460678189523573,0.15258930580475435,4.338294815437907,-0.006667435775224616,-0.010572646994576149,0.34110085617530783,381.45028648684195,I
59755883,0.14610443046838584,0.15255329530933726,4.339163583230569,0.0010186930525307556,-0.0010019700214268148,0.024172932744910714,381.43226709666055,I
59755884,0.1462390627310725,0.1527071864090965,4.329700030867725,0.003938048844195782,0.0045013777191676265,-0.27681278395517717,381.89163052906804,I
59755885,0.1461894409723546,0.1526599155576554,4.3348715522949846,-0.0011204656804643454,-0.0010673818924308346,0.1167736175569568,381.63315979030256,I
59755886,0.1459002864482709,0.15247694832479575,4.337695763518719,-0.00708209669535163,-0.004481311988111928,0.06917179331006967,381.4807402964557,I
59755886,0.14596441833282336,0.1524903430568797,4.341441791225739,0.002028724789998465,0.0004237240995447266,0.11850048265828632,381.3042264084784,I
59755887,0.14611741974758793,0.1527425719826796,4.336606238049247,0.005749638894686945,0.009478508707751184,-0.18171521265778615,381.4916212977581,I
59755914,0.14589579673293537,0.1524927025336112,4.337246383407523,-0.010941725582358843,-0.012336277202111903,0.031604546369249926,381.4952644083913,I
59755947,0.14604568256473266,0.15258819483739788,4.336303507922724,0.004194159381488446,0.00267210007099653,-0.026383881736681585,381.5436526240628,I
59755979,0.14608176541998905,0.1525910433586938,4.331749951379308,0.0011045363353497121,8.719640535673395e-05,-0.13938943084008085,381.7810791153663,I
59756012,0.14663050791232002,0.15294961273636698,4.332274518455372,0.01673192080776527,0.01093327838679313,0.015994778785542892,381.84326410057724,I
59756045,0.14605375860122413,0.1523393533882231,4.334794526771958,-0.017345297691368597,-0.018353086616407378,0.07578733705439081,381.7242823200338,I
59756080,0.1471883937858031,0.1533416590213365,4.321719148326376,0.03597104249567473,0.03177583333602983,-0.41452530302733165,382.55745509239443,I
59756150,0.14624933308648766,0.15231065735562935,4.335307594654742,-0.028708080630940772,-0.02971935823260634,0.747337782677603,381.7655661552832,I
59756222,0.14635003608811595,0.15229522721551506,4.334084042245419,0.004408590665139052,0.003976305060328234,-0.04016798167881871,381.8635450621556,I
59756287,0.14608522005770672,0.15204849380279004,4.335252390831114,-0.015607153338747083,-0.014020880854382817,0.44122893924759016,381.8350592257471,I
59756355,0.14626551634183185,0.15223611908821838,4.335226097741027,-0.0034787679099197344,-0.00205962212944382,0.036453965500166184,381.804536558363,I
59756426,0.1460803773075678,0.15211752329143802,4.336306139729066,-0.0022258509572579788,-0.002253221597065325,0.040685465613761684,381.750965931927,I
