CV Data Logger started on:,2022-2-7_163915
Timestamp (millisec since midnight today),x,y,theta,xdot,ydot,thetadot,cost,last action
59955093,0.12527424138886126,0.24483478374926004,4.58911182083918,-9.323696907298925e-05,-4.0992601385048093e-05,0.15586340376846017,339.2239027490749,I
59955094,0.12400291965129315,0.2429024467322602,4.571396130630774,-0.027974387238969185,-0.042519483772181205,-0.3898191649295316,341.2619790741076,I
59955095,0.12421551379991122,0.24367220973301815,4.5790555999987,0.0028868781478765737,0.01045283701539813,0.10401017566255016,340.51067808350547,I
59955097,0.12351833060781611,0.2424654129917246,4.578053721023965,-0.015493426079206512,-0.02681851243095956,-0.022264647242462843,341.2478718871763,I
59955098,0.12368319829010999,0.24302920836871378,4.575863651966712,0.0030954787070079583,0.010585559039209887,-0.04111971515144786,341.08714463054946,I
59955101,0.12374798460656436,0.24334441354427536,4.578156208262868,0.0014272317442426466,0.006943917437069989,0.05050463277445542,340.8366203239018,I
59955103,0.12369666844995839,0.24343178472422447,4.575853095716512,-0.002674198754032536,0.004553106000363893,-0.12002030372524466,340.94116324800285,I
59955105,0.12371564156950929,0.24360127474144525,4.582589125108884,0.00034574624933668836,0.003088608470361236,0.12275034116481333,340.5430163646944,I
59955106,0.12387464099898099,0.24403850602412364,4.585181079013971,0.008095215438400532,0.022260969372344418,0.13196541231500786,340.22543205674515,I
59955107,0.12407665361285139,0.24466014568925887,4.577096074252577,0.009556112990403038,0.029406375995707074,-0.38245739980077037,340.4288870024213,I
59955109,0.12405296246298556,0.24467578931884085,4.5832083993074715,-0.0007047417687137379,0.0004653517977447712,0.18182362589128917,340.1338270995961,I
59955110,0.12402376659504316,0.2448535772205988,4.573326008406068,-0.000806886650946575,0.004913526972767013,-0.2731197891945508,340.636156537393,I
59955111,0.12408645185779382,0.24504846687758194,4.585165423726809,0.0017485986944496899,0.005436426120091011,0.33025922305283545,340.0202488068971,I
59955112,0.12392232170347225,0.24483619143081226,4.588372575185069,-0.0026000663330081517,-0.0033627595413623745,0.050806060385113344,339.93462224974445,I
59955113,0.12388159937184054,0.2448673021217324,4.585637370174909,-0.0010867814845238973,0.0008302698177635383,-0.07299606978064516,340.0916909143705,I
59955115,0.12417024628205013,0.24561494462122102,4.5849053301257525,0.014471865953593024,0.03748448935743661,-0.036702230612332666,340.0974871129545,I
59955116,0.12398261970142692,0.24542657418349104,4.58710437680811,-0.00980712473972213,-0.009846005688308465,0.11494280315038133,340.02589650941275,I
59955119,0.12432913024709694,0.24616104059825503,4.586589063316027,0.0195542626000126,0.04144736523794501,-0.029080140478946605,340.1433072373847,I
59955121,0.12418631988060805,0.2459606263363921,4.586002626365053,-0.00450703976197176,-0.006324996352087157,-0.01850772265986842,340.14498259993957,I
59955122,0.12392931380912489,0.245500708984825,4.593287795312996,-0.0071854525639654075,-0.012858506781410688,0.2036809309361009,339.7561227081044,I
59955123,0.12429180093302708,0.24633799038148996,4.591713076239895,0.011182233486301122,0.025828989373344196,-0.04857793612415686,339.96962012115114,I
59955124,0.12465969194407032,0.24710637306582817,4.586895411382977,0.011039899400319996,0.023058099495245673,-0.14457144580404052,340.4807184848089,I
59955125,0.12436804349717119,0.24655939275347385,4.59191305623776,-0.008037836409065278,-0.015074787184462233,0.13828638187634654,340.03326911010623,I
59955126,0.12437417478670762,0.24661451924411082,4.5951926854147604,0.00018676009984024835,0.001679162080673513,0.0998980506297049,339.89195647707254,I
59955128,0.12472982937352935,0.24742133303741523,4.59773050632002,0.00626624487465068,0.01421517670352843,0.04471362898051217,340.08240788427395,I
59955129,0.12447590979228165,0.24706588855655182,4.593843698029711,-0.004639763333371939,-0.006494884172602475,-0.07102197672431523,340.14362154095636,I
59955130,0.12443252462226775,0.2473771513538839,4.599942902626805,-0.0008084096728520396,0.005799858709361737,0.1136484192966093,339.9922082148077,I
59955131,0.12479894014178708,0.24862199711120941,4.593130811159673,0.006830814302841401,0.023206741393283156,-0.1269927973765664,340.89700021805015,I
