Log started on 2020_06_25_130718
frogStateActionFileLogger.,
Simulation time (sec),CoM_X,CoM_Y,Theta,dCoM_X_dt,dCoM_Y_dt,dTheta_dt,act_start_1,act_pulse_1,act_start_2,act_pulse_2,act_start_3,act_pulse_3,act_start_4,act_pulse_4,
0,0.0,0.0,-101.175,0.00715459,0.0173877,11.6498,0.132,0.094,0.243,0.103,0.163,0.085,0.332,0.076
1.0,0.0138571,0.0231931,-145.507,0.121932,-0.036729,-264.218,0.132,0.094,0.243,0.103,0.163,0.085,0.332,0.076
