Log started on 2020_06_25_130833
frogStateActionFileLogger.,
Simulation time (sec),CoM_X,CoM_Y,Theta,dCoM_X_dt,dCoM_Y_dt,dTheta_dt,act_start_1,act_pulse_1,act_start_2,act_pulse_2,act_start_3,act_pulse_3,act_start_4,act_pulse_4,
0,0.0,0.0,-102.511,0.0163569,0.0144344,3.57353,0.235,0.074,0.131,0.101,0.276,0.092,0.181,0.057
1.0,0.00596771,0.0213644,-105.629,0.0689053,-0.0178767,-192.231,0.235,0.074,0.131,0.101,0.276,0.092,0.181,0.057
